1	  16480281.15130	   6418735.55010	1	6732	0	0	0	
2	  16480282.14900	   6418737.39380	1	6732	0	0	0	
3	  16480282.14900	   6418737.39380	1	6732	0	0	0	
4	  16480283.15580	   6418741.10840	1	6732	0	0	0	
5	  16480284.17110	   6418746.67170	1	6732	0	0	0	
6	  16480284.20760	   6418754.08840	1	6732	0	0	0	
7	  16480283.26530	   6418763.38080	1	6732	0	0	0	
8	  16480283.32000	   6418774.51700	1	6732	0	0	0	
9	  16480281.15130	   6418735.55010	1	6732	0	0	0	
10	  16480282.14900	   6418737.39380	1	6732	0	0	0	
11	  16480282.14900	   6418737.39380	1	6732	0	0	0	
12	  16480283.15580	   6418741.10840	1	6732	0	0	0	
13	  16480284.17110	   6418746.67170	1	6732	0	0	0	
14	  16480284.20760	   6418754.08840	1	6732	0	0	0	
15	  16480283.26530	   6418763.38080	1	6732	0	0	0	
16	  16480283.32000	   6418774.51700	1	6732	0	0	0	
17	  16480283.39300	   6418789.36150	2	6732	6769	0	0	
18	  16480283.46600	   6418804.20610	2	6732	6769	0	0	
19	  16480283.53900	   6418819.06170	2	6732	6769	0	0	
20	  16480283.61190	   6418833.90630	1	6769	0	0	0	
21	  16480283.68490	   6418848.75080	1	6769	0	0	0	
22	  16480283.74880	   6418861.74670	1	6769	0	0	0	
23	  16480283.81270	   6418874.74270	1	6769	0	0	0	
24	  16480283.88560	   6418889.58720	1	6769	0	0	0	
25	  16480283.94950	   6418902.58310	1	6769	0	0	0	
26	  16480284.01340	   6418915.56790	1	6769	0	0	0	
27	  16480284.07720	   6418928.56390	1	6769	0	0	0	
28	  16480284.15020	   6418943.40840	1	6769	0	0	0	
29	  16480284.21410	   6418956.40430	1	6769	0	0	0	
30	  16480284.26880	   6418967.54050	1	6769	0	0	0	
31	  16480285.32970	   6418982.38020	2	6769	6806	0	0	
32	  16480285.39360	   6418995.37610	2	6769	6806	0	0	
33	  16480285.46660	   6419010.22070	2	6769	6806	0	0	
34	  16480285.53960	   6419025.07640	1	6806	0	0	0	
35	  16480285.62170	   6419041.78070	1	6806	0	0	0	
36	  16480285.70380	   6419058.48490	1	6806	0	0	0	
37	  16480285.78590	   6419075.18920	1	6806	0	0	0	
38	  16480285.87710	   6419093.74210	1	6806	0	0	0	
39	  16480285.98660	   6419116.01450	1	6806	0	0	0	
40	  16480286.09600	   6419138.28690	1	6806	0	0	0	
41	  16480286.20550	   6419160.55930	1	6806	0	0	0	
42	  16480285.31810	   6419180.98790	2	6806	6843	0	0	
43	  16480285.40930	   6419199.54080	2	6806	6843	0	0	
44	  16480285.50050	   6419218.10480	2	6806	6843	0	0	
45	  16480285.56440	   6419231.10080	1	6843	0	0	0	
46	  16480285.62820	   6419244.08560	1	6843	0	0	0	
47	  16480286.67080	   6419255.21690	1	6843	0	0	0	
48	  16480286.71650	   6419264.50450	1	6843	0	0	0	
49	  16480287.73230	   6419270.06770	1	6843	0	0	0	
50	  16480287.74130	   6419271.91640	1	6843	0	0	0	
51	  16480287.74130	   6419271.91640	1	6843	0	0	0	
52	  16480287.74130	   6419271.91640	1	6843	0	0	0	
53	  16480287.74130	   6419271.91640	1	6843	0	0	0	
54	  16480287.74130	   6419271.91640	1	6843	0	0	0	
55	  16480287.74130	   6419271.91640	1	6843	0	0	0	
56	  16480287.74130	   6419271.91640	1	6843	0	0	0	
57	  16480287.74130	   6419271.91640	1	6843	0	0	0	
58	  16480287.74130	   6419271.91640	1	6843	0	0	0	
59	  16480287.74130	   6419271.91640	1	6843	0	0	0	
60	  16480287.74130	   6419271.91640	1	6843	0	0	0	
61	  16480287.74130	   6419271.91640	1	6843	0	0	0	
62	  16480287.74130	   6419271.91640	1	6843	0	0	0	
63	  16480287.74130	   6419271.91640	1	6843	0	0	0	
64	  16480288.72980	   6419271.91150	1	6843	0	0	0	
65	  16480288.72980	   6419271.91150	1	6843	0	0	0	
66	  16480288.72980	   6419271.91150	1	6843	0	0	0	
67	  16480288.72980	   6419271.91150	1	6843	0	0	0	
68	  16480288.72980	   6419271.91150	1	6843	0	0	0	
69	  16480288.72980	   6419271.91150	1	6843	0	0	0	
70	  16480288.72980	   6419271.91150	1	6843	0	0	0	
71	  16480288.72980	   6419271.91150	1	6843	0	0	0	
72	  16480288.72980	   6419271.91150	1	6843	0	0	0	
73	  16480288.72980	   6419271.91150	1	6843	0	0	0	
74	  16480288.72980	   6419271.91150	1	6843	0	0	0	
75	  16480288.72980	   6419271.91150	1	6843	0	0	0	
76	  16480288.72980	   6419271.91150	1	6843	0	0	0	
77	  16480288.72980	   6419271.91150	1	6843	0	0	0	
